order_id,return_id,customer_id,support_agent_id,scenario_id,scenario_name,label,expected_rules,decision
order_100862,return_300862,customer_1544,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104160,return_304160,customer_9007,agent_027,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103845,return_303845,customer_1737,agent_103,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104526,return_304526,customer_0015,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104027,return_304027,customer_0305,agent_020,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103140,return_303140,customer_1955,agent_023,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104074,return_304074,customer_1369,agent_028,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103605,return_303605,customer_1461,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101392,return_301392,customer_1056,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103594,return_303594,customer_1291,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_100644,return_300644,customer_1146,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_1016,return_3016,customer_500,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_1017,return_3017,customer_501,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_1018,return_3018,customer_502,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_1019,return_3019,customer_503,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_1020,return_3020,customer_504,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_100105,return_300105,customer_1989,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102061,return_302061,customer_1309,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100369,return_300369,customer_1973,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100998,return_300998,customer_0499,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103001,return_303001,customer_0726,agent_020,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_100292,return_300292,customer_0603,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102835,return_302835,customer_1606,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102292,return_302292,customer_0067,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103322,return_303322,customer_0711,agent_004,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_104216,return_304216,customer_9007,agent_101,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101258,return_301258,customer_1682,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102193,return_302193,customer_0780,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101282,return_301282,customer_0019,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103189,return_303189,customer_1563,agent_003,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_100478,return_300478,customer_0869,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103449,return_303449,customer_0812,agent_015,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100164,return_300164,customer_1481,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103520,return_303520,customer_0844,agent_028,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102356,return_302356,customer_1359,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101267,return_301267,customer_1688,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102283,return_302283,customer_0163,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101008,return_301008,customer_1966,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101472,return_301472,customer_0284,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101800,return_301800,customer_1451,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100777,return_300777,customer_1966,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102155,return_302155,customer_1530,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102187,return_302187,customer_0035,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102595,return_302595,customer_1261,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104236,return_304236,customer_9003,agent_029,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_102780,return_302780,customer_1126,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102844,return_302844,customer_1043,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104727,return_304727,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_101214,return_301214,customer_1592,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100146,return_300146,customer_0750,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103373,return_303373,customer_1868,agent_101,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_104921,return_304921,customer_9906,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102946,return_302946,customer_0133,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103048,return_303048,customer_1286,agent_102,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104172,return_304172,customer_9003,agent_021,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101797,return_301797,customer_1128,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101513,return_301513,customer_1406,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101024,return_301024,customer_1845,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100321,return_300321,customer_0430,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100672,return_300672,customer_0962,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104570,return_304570,customer_8001,agent_801,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_104046,return_304046,customer_0796,agent_018,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100718,return_300718,customer_0413,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100641,return_300641,customer_0635,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103564,return_303564,customer_0986,agent_103,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101029,return_301029,customer_1832,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104102,return_304102,customer_9005,agent_011,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103344,return_303344,customer_1186,agent_019,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_103790,return_303790,customer_0024,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_103235,return_303235,customer_1952,agent_028,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_100238,return_300238,customer_1024,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102387,return_302387,customer_0357,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100284,return_300284,customer_0334,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103771,return_303771,customer_1417,agent_101,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_1021,return_3021,customer_600,agent_005,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103469,return_303469,customer_0978,agent_001,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_104339,return_304339,customer_0891,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_1022,return_3022,customer_601,agent_002,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103095,return_303095,customer_0816,agent_011,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_1023,return_3023,customer_602,agent_102,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_1024,return_3024,customer_603,agent_004,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_1025,return_3025,customer_604,agent_102,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100943,return_300943,customer_0838,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104451,return_304451,customer_1660,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_103414,return_303414,customer_1383,agent_010,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100426,return_300426,customer_1746,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102973,return_302973,customer_1828,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104688,return_304688,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_101806,return_301806,customer_1597,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102217,return_302217,customer_1918,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100097,return_300097,customer_0323,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101454,return_301454,customer_1724,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100064,return_300064,customer_1445,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104337,return_304337,customer_0276,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_102149,return_302149,customer_0671,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101389,return_301389,customer_0485,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102703,return_302703,customer_1917,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100134,return_300134,customer_0133,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102208,return_302208,customer_1473,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101793,return_301793,customer_1700,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102732,return_302732,customer_0454,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104425,return_304425,customer_1240,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101437,return_301437,customer_1032,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100111,return_300111,customer_1622,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100535,return_300535,customer_1079,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104171,return_304171,customer_9002,agent_103,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103970,return_303970,customer_1804,agent_010,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103509,return_303509,customer_1312,agent_018,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_104242,return_304242,customer_9001,agent_014,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104782,return_304782,customer_9901,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101047,return_301047,customer_0699,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103353,return_303353,customer_0042,agent_103,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102639,return_302639,customer_0419,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100631,return_300631,customer_0076,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101235,return_301235,customer_0007,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101410,return_301410,customer_0657,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100934,return_300934,customer_0092,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104072,return_304072,customer_0107,agent_012,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104157,return_304157,customer_9004,agent_028,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104595,return_304595,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_100825,return_300825,customer_1991,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102322,return_302322,customer_0949,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104352,return_304352,customer_0757,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104757,return_304757,customer_9904,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101386,return_301386,customer_1842,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101887,return_301887,customer_1225,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101805,return_301805,customer_0458,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104340,return_304340,customer_0013,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104747,return_304747,customer_8001,agent_801,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_1026,return_3026,customer_900,agent_003,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104188,return_304188,customer_9003,agent_016,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_100627,return_300627,customer_0839,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104217,return_304217,customer_9008,agent_018,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104541,return_304541,customer_1448,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101688,return_301688,customer_0195,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101727,return_301727,customer_0674,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100439,return_300439,customer_0901,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103920,return_303920,customer_0153,agent_013,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101649,return_301649,customer_0801,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104020,return_304020,customer_1017,agent_012,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101568,return_301568,customer_1953,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101362,return_301362,customer_0197,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100175,return_300175,customer_1032,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104311,return_304311,customer_9006,agent_022,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_100350,return_300350,customer_1700,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102952,return_302952,customer_0092,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101305,return_301305,customer_0448,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100366,return_300366,customer_1458,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101723,return_301723,customer_0175,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100087,return_300087,customer_0131,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104756,return_304756,customer_9902,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_103628,return_303628,customer_1629,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101253,return_301253,customer_1084,agent_015,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104357,return_304357,customer_1131,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100061,return_300061,customer_1987,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103307,return_303307,customer_1341,agent_009,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102597,return_302597,customer_0499,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100280,return_300280,customer_1692,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102669,return_302669,customer_0015,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104497,return_304497,customer_0715,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101986,return_301986,customer_0205,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100272,return_300272,customer_1541,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102146,return_302146,customer_1145,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100607,return_300607,customer_0596,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102584,return_302584,customer_1718,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101855,return_301855,customer_0193,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104222,return_304222,customer_9005,agent_023,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104002,return_304002,customer_0501,agent_005,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100501,return_300501,customer_1663,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101215,return_301215,customer_0372,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103064,return_303064,customer_0516,agent_017,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_103240,return_303240,customer_0728,agent_103,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104396,return_304396,customer_1835,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101421,return_301421,customer_0697,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104181,return_304181,customer_9004,agent_018,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104814,return_304814,customer_9903,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100273,return_300273,customer_1776,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101078,return_301078,customer_1260,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103018,return_303018,customer_0175,agent_002,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102683,return_302683,customer_1148,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102957,return_302957,customer_1967,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102607,return_302607,customer_0891,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102100,return_302100,customer_1833,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100910,return_300910,customer_1697,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102270,return_302270,customer_0043,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100526,return_300526,customer_1839,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102281,return_302281,customer_0354,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102457,return_302457,customer_0073,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_1027,return_3027,customer_900,agent_002,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101125,return_301125,customer_1005,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100189,return_300189,customer_1305,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104114,return_304114,customer_9001,agent_101,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101570,return_301570,customer_0371,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103786,return_303786,customer_1989,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_104647,return_304647,customer_8003,agent_803,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_104568,return_304568,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_102524,return_302524,customer_1048,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103973,return_303973,customer_1750,agent_008,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101423,return_301423,customer_1530,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101040,return_301040,customer_0460,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104128,return_304128,customer_9007,agent_016,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_101545,return_301545,customer_1403,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101767,return_301767,customer_1800,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103079,return_303079,customer_0327,agent_019,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_101726,return_301726,customer_1084,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100427,return_300427,customer_1776,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103803,return_303803,customer_1770,agent_103,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_103380,return_303380,customer_0570,agent_004,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_104602,return_304602,customer_8003,agent_803,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_100803,return_300803,customer_0157,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104768,return_304768,customer_9902,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102337,return_302337,customer_1031,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101823,return_301823,customer_1734,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101602,return_301602,customer_0547,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102897,return_302897,customer_1373,agent_026,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100358,return_300358,customer_1236,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101923,return_301923,customer_1801,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103441,return_303441,customer_0445,agent_005,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100166,return_300166,customer_0965,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104816,return_304816,customer_9903,agent_901,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101365,return_301365,customer_0432,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104414,return_304414,customer_0996,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_103276,return_303276,customer_1588,agent_025,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_103799,return_303799,customer_1723,agent_103,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_101591,return_301591,customer_0534,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102831,return_302831,customer_0270,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102724,return_302724,customer_1881,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100031,return_300031,customer_1647,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100599,return_300599,customer_1779,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102092,return_302092,customer_1747,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102366,return_302366,customer_0512,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
